00:39:50 - 来自: main.py:1742 - <module>                        | 调用函数            | __main__.__init__                        | 参数: {'self': '<__main__.MaYun object at 0x000001EC41569040>'}
00:40:01 -                 来自: main.py:330 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(335, 28, 1121, 82), (234, 29, 1121, 82), (335, 29, 1121, 82), (336, 29, 1121, 82), (234, 30, 1121, 82), (235, 30, 1121, 82), (334, 30, 1121, 82), (335, 30, 1121, 82), (336, 30, 1121, 82)]', 'distance': '25'}
00:40:01 -                 来自: main.py:330 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(335, 28, 1121, 82), (234, 29, 1121, 82)])
00:40:01 -                 来自: main.py:330 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(284, 28, 1121, 82), (689, 28, 1121, 82), (284, 29, 1121, 82), (688, 29, 1121, 82), (689, 29, 1121, 82), (284, 30, 1121, 82), (285, 30, 1121, 82), (688, 30, 1121, 82), (689, 30, 1121, 82), (284, 31, 1121, 82), (285, 31, 1121, 82), (688, 31, 1121, 82), (689, 31, 1121, 82), (284, 32, 1121, 82), (285, 32, 1121, 82), (688, 32, 1121, 82), (689, 32, 1121, 82), (284, 33, 1121, 82), (688, 33, 1121, 82), (689, 33, 1121, 82)]', 'distance': '25'}
00:40:01 -                 来自: main.py:330 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(284, 28, 1121, 82), (689, 28, 1121, 82)])
00:40:01 -                 来自: main.py:330 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(639, 31, 1121, 82), (640, 31, 1121, 82), (640, 32, 1121, 82)]', 'distance': '25'}
00:40:01 -                 来自: main.py:330 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(639, 31, 1121, 82)])
00:40:01 -                 来自: main.py:330 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(588, 30, 1121, 82), (588, 31, 1121, 82), (588, 32, 1121, 82)]', 'distance': '25'}
00:40:01 -                 来自: main.py:330 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(588, 30, 1121, 82)])
00:40:01 -                 来自: main.py:330 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(538, 29, 1121, 82), (539, 29, 1121, 82), (537, 30, 1121, 82), (538, 30, 1121, 82), (539, 30, 1121, 82), (537, 31, 1121, 82), (538, 31, 1121, 82), (539, 31, 1121, 82), (537, 32, 1121, 82), (538, 32, 1121, 82), (539, 32, 1121, 82), (537, 33, 1121, 82), (538, 33, 1121, 82)]', 'distance': '25'}
00:40:01 -                 来自: main.py:330 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(538, 29, 1121, 82)])
00:40:01 -                 来自: main.py:330 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(790, 29, 1121, 82), (791, 29, 1121, 82), (790, 30, 1121, 82), (791, 30, 1121, 82), (792, 30, 1121, 82), (790, 31, 1121, 82), (791, 31, 1121, 82)]', 'distance': '25'}
00:40:01 -                 来自: main.py:330 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(790, 29, 1121, 82)])
00:40:01 -                 来自: main.py:330 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(739, 30, 1121, 82), (740, 30, 1121, 82), (739, 31, 1121, 82), (740, 31, 1121, 82), (739, 32, 1121, 82)]', 'distance': '25'}
00:40:01 -                 来自: main.py:330 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(739, 30, 1121, 82)])
00:40:01 -             来自: main.py:384 - find_my_cards                    | 函数返回            | __main__.cards_info                      | 返回值: 22AKKTT98764
00:40:01 -         来自: main.py:704 - before_start                     | 函数返回            | __main__.find_my_cards                   | 返回值: 22AKKTT98764
00:40:01 -         来自: main.py:719 - before_start                     | 调用函数            | __main__.detect_start_btn                | 参数: {'self': '<__main__.Worker object at 0x000001EC42F445E0>'}
00:40:02 -             来自: main.py:657 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
00:40:02 -             来自: main.py:657 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:40:02 -             来自: main.py:660 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
00:40:02 -             来自: main.py:660 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:40:02 -             来自: main.py:663 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
00:40:02 -             来自: main.py:663 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:40:02 -             来自: main.py:666 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
00:40:02 -             来自: main.py:666 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:40:02 -             来自: main.py:669 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
00:40:02 -             来自: main.py:669 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:40:02 -             来自: main.py:672 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
00:40:02 -             来自: main.py:672 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:40:02 -             来自: main.py:675 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
00:40:02 -             来自: main.py:675 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:40:02 -             来自: main.py:678 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
00:40:02 -             来自: main.py:678 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:40:02 -             来自: main.py:681 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
00:40:02 -             来自: main.py:681 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:40:02 -             来自: main.py:684 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
00:40:02 -             来自: main.py:684 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
00:40:02 -         来自: main.py:719 - before_start                     | 函数返回            | __main__.detect_start_btn                | 返回值: None
00:40:02 -         来自: main.py:704 - before_start                     | 调用函数            | __main__.find_my_cards                   | 参数: {'self': '<__main__.Worker object at 0x000001EC42F445E0>'}
00:40:02 -             来自: main.py:384 - find_my_cards                    | 调用函数            | __main__.cards_info                      | 参数: {'self': '<__main__.Worker object at 0x000001EC42F445E0>', 'img': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'pos': '(54, 481, 1121, 82)', 'mark': 'm', 'confidence': '0.8'}
00:40:02 -                 来自: main.py:330 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(108, 30, 1121, 82), (159, 30, 1121, 82), (208, 30, 1121, 82), (209, 30, 1121, 82), (210, 30, 1121, 82), (107, 31, 1121, 82), (108, 31, 1121, 82), (158, 31, 1121, 82), (159, 31, 1121, 82), (208, 31, 1121, 82), (209, 31, 1121, 82), (210, 31, 1121, 82), (208, 32, 1121, 82), (209, 32, 1121, 82), (210, 32, 1121, 82)]', 'distance': '25'}
00:40:02 -                 来自: main.py:330 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (3, [(108, 30, 1121, 82), (159, 30, 1121, 82), (208, 30, 1121, 82)])
00:40:02 -                 来自: main.py:330 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(259, 29, 1121, 82), (259, 30, 1121, 82), (260, 30, 1121, 82), (259, 31, 1121, 82)]', 'distance': '25'}
00:40:02 -                 来自: main.py:330 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(259, 29, 1121, 82)])
00:40:02 -                 来自: main.py:330 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(361, 28, 1121, 82), (310, 29, 1121, 82), (360, 29, 1121, 82), (361, 29, 1121, 82), (310, 30, 1121, 82), (360, 30, 1121, 82), (361, 30, 1121, 82), (362, 30, 1121, 82)]', 'distance': '25'}
00:40:02 -                 来自: main.py:330 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(361, 28, 1121, 82), (310, 29, 1121, 82)])
00:40:02 -                 来自: main.py:330 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(411, 30, 1121, 82), (410, 31, 1121, 82), (411, 31, 1121, 82), (411, 32, 1121, 82)]', 'distance': '25'}
